Account Management,Subscription,Manage Subcriptions,Create new subscriptions and update existing subscriptions,Billing,Closed,Team,x,x,,x,Cloud,,,,https://layer5.io/pricing,,,,,,X,X,X,,,,Account Management,,01462c43-dfa8-4a5e-805a-267c9b0ec7ec,"INSERT INTO keys (id, category, subcategory, function, description) VALUES ('01462c43-dfa8-4a5e-805a-267c9b0ec7ec','Account Management','Subscription','Manage Subcriptions','Create new subscriptions and update existing subscriptions')",X,FALSE,"UPDATE keys SET category = 'Account Management', subcategory = 'Subscription', function = 'Manage Subcriptions', description = 'Create new subscriptions and update existing subscriptions', updated_at = NOW() WHERE id = '01462c43-dfa8-4a5e-805a-267c9b0ec7ec';",,
Account Management,Plans,View Plans,Explore subscription plans and compare their features.,Billing,Closed,Team,x,x,,x,Cloud,,,,https://layer5.io/pricing,,,X,X,X,X,X,X,,,,Account Management,,1907bd7a-5055-4e9b-98f6-7e8b720af887,"INSERT INTO keys (id, category, subcategory, function, description) VALUES ('1907bd7a-5055-4e9b-98f6-7e8b720af887','Account Management','Plans','View Plans','Explore subscription plans and compare their features.')",X,FALSE,"UPDATE keys SET category = 'Account Management', subcategory = 'Plans', function = 'View Plans', description = 'Explore subscription plans and compare their features.', updated_at = NOW() WHERE id = '1907bd7a-5055-4e9b-98f6-7e8b720af887';",,
Catalog Management,Catalog ,Deploy Design,Export a copy of a design to your local system.,User,Open,Free,x,x,,x,Server,v0.7.0,,,https://docs.layer5.io/cloud/catalog/,,,X,X,X,,X,X,,,,Chargeback,,7a7d3cad-4cf4-48fa-b69c-e6a5abc97a07,"INSERT INTO keys (id, category, subcategory, function, description) VALUES ('7a7d3cad-4cf4-48fa-b69c-e6a5abc97a07','Catalog Management','Catalog ','Deploy Design','Export a copy of a design to your local system.')",,FALSE,"UPDATE keys SET category = 'Catalog Management', subcategory = 'Catalog', function = 'Deploy Design', description = 'Export a copy of a design to your local system.', updated_at = NOW() WHERE id = '7a7d3cad-4cf4-48fa-b69c-e6a5abc97a07';",,
Catalog Management,Catalog ,Share Design,"Share design with anyone within your organization, and make your design easily accessible to all relevant team members.",User,Open,Free,x,x,,x,Server,v0.7.0,,,https://docs.layer5.io/kanvas/designer/share-resource/,,,X,X,X,,X,X,,,,Catalog Management,,d9ae2b08-762f-418f-916f-43de736b53e2,"INSERT INTO keys (id, category, subcategory, function, description) VALUES ('d9ae2b08-762f-418f-916f-43de736b53e2','Catalog Management','Catalog ','Share Design','Share design with anyone within your organization, and make your design easily accessible to all relevant team members.')",X,TRUE,"UPDATE keys SET category = 'Catalog Management', subcategory = 'Catalog', function = 'Share Design', description = 'Share design with anyone within your organization, and make your design easily accessible to all relevant team members.', updated_at = NOW() WHERE id = 'd9ae2b08-762f-418f-916f-43de736b53e2';",,Planned but no test yet
Catalog Management,Catalog,Clone Design,Clone any published design to customise it according to your use cases,User,Open,Free,x,x,,x,Server,v0.7.0,,,https://docs.layer5.io/kanvas/tasks/designs/cloning-a-design/,,,X,X,X,,X,X,,,,Catalog Management,,94a12f80-3c45-4a1f-afb2-a68b909d0d7f,"INSERT INTO keys (id, category, subcategory, function, description) VALUES ('94a12f80-3c45-4a1f-afb2-a68b909d0d7f','Catalog Management','Catalog','Clone Design','Clone any published design to customise it according to your use cases')",X,TRUE,"UPDATE keys SET category = 'Catalog Management', subcategory = 'Catalog', function = 'Clone Design', description = 'Clone any published design to customise it according to your use cases', updated_at = NOW() WHERE id = '94a12f80-3c45-4a1f-afb2-a68b909d0d7f';",,Test present in Kanvas
Catalog Management,Catalog,Open in Playground,"Opens design in a Kanvas (currently, specifically in the playground.meshery.io Kanvas)",User,Closed,Free,,,,,Cloud,v0.7.0,,,,,,X,X,X,,X,X,,,,Chargeback,,c4d6c676-6e26-4b0c-9fdd-5eea1b780e98,"INSERT INTO keys (id, category, subcategory, function, description) VALUES ('c4d6c676-6e26-4b0c-9fdd-5eea1b780e98','Catalog Management','Catalog','Open in Playground','Opens design in a Kanvas (currently, specifically in the playground.meshery.io Kanvas)')",,FALSE,"UPDATE keys SET category = 'Catalog Management', subcategory = 'Catalog', function = 'Open in Playground', description = 'Opens design in a Kanvas (currently, specifically in the playground.meshery.io Kanvas)', updated_at = NOW() WHERE id = 'c4d6c676-6e26-4b0c-9fdd-5eea1b780e98';",,
Catalog Management,Applications ,View Applications,,,,,,,,,,,,,,,,,,,,,X,,,,Install extension,,bfb200b6-0ba9-4783-95d4-eaf1c8fe004c,"INSERT INTO keys (id, category, subcategory, function, description) VALUES ('bfb200b6-0ba9-4783-95d4-eaf1c8fe004c','Catalog Management','Applications ','View Applications','')",X,FALSE,"UPDATE keys SET category = 'Catalog Management', subcategory = 'Applications', function = 'View Applications', description = '', updated_at = NOW() WHERE id = 'bfb200b6-0ba9-4783-95d4-eaf1c8fe004c';",,
Catalog Management,Designs ,View Designs,View all public and published designs of other team members and private of signed-in user,,Closed,Free,,x,,x,,,,,https://docs.layer5.io/cloud/catalog/exploring-the-catalog/,,,X,X,X,,X,X,,,,Catalog Management,,3798736d-1f5d-41b3-876f-f3f01453dd15,"INSERT INTO keys (id, category, subcategory, function, description) VALUES ('3798736d-1f5d-41b3-876f-f3f01453dd15','Catalog Management','Designs ','View Designs','View all public and published designs of other team members and private of signed-in user')",X,TRUE,"UPDATE keys SET category = 'Catalog Management', subcategory = 'Designs', function = 'View Designs', description = 'View all public and published designs of other team members and private of signed-in user', updated_at = NOW() WHERE id = '3798736d-1f5d-41b3-876f-f3f01453dd15';",,
Catalog Management,Filters,View Filters,View all public and published filters of other team members and private of signed-in user,,Closed,Free,,x,,x,,,,,MISSING,,X,X,X,X,,X,X,,,,Catalog Management,,df41c45f-7c73-49c2-a055-0584fdcec1c1,"INSERT INTO keys (id, category, subcategory, function, description) VALUES ('df41c45f-7c73-49c2-a055-0584fdcec1c1','Catalog Management','Filters','View Filters','View all public and published filters of other team members and private of signed-in user')",X,TRUE,"UPDATE keys SET category = 'Catalog Management', subcategory = 'Filters', function = 'View Filters', description = 'View all public and published filters of other team members and private of signed-in user', updated_at = NOW() WHERE id = 'df41c45f-7c73-49c2-a055-0584fdcec1c1';",,
Catalog Management,Catalog Requests,View Catalog Requests,View the catalog publication request queue,Org Admin,Closed,Enterprise,,x,,x,,,,,https://docs.layer5.io/kanvas/designer/publishing-designs/,,,,,X,,X,X,,,,Chargeback,,30b68d69-d199-48fd-b4ff-54b5282c5c03,"INSERT INTO keys (id, category, subcategory, function, description) VALUES ('30b68d69-d199-48fd-b4ff-54b5282c5c03','Catalog Management','Catalog Requests','View Catalog Requests','View the catalog publication request queue')",X,FALSE,"UPDATE keys SET category = 'Catalog Management', subcategory = 'Catalog Requests', function = 'View Catalog Requests', description = 'View the catalog publication request queue', updated_at = NOW() WHERE id = '30b68d69-d199-48fd-b4ff-54b5282c5c03';",,
Catalog Management,Catalog Requests,Approve Catalog Request,Approve catalog publication requests,Org Admin,Closed,Enterprise,,x,,x,,,,,https://docs.layer5.io/kanvas/designer/publishing-designs/,,,,,X,,X,X,,,,Chargeback,,66fbc8c0-b08a-494b-8c60-68ee1b607176,"INSERT INTO keys (id, category, subcategory, function, description) VALUES ('66fbc8c0-b08a-494b-8c60-68ee1b607176','Catalog Management','Catalog Requests','Approve Catalog Request','Approve catalog publication requests')",X,FALSE,"UPDATE keys SET category = 'Catalog Management', subcategory = 'Catalog Requests', function = 'Approve Catalog Request', description = 'Approve catalog publication requests', updated_at = NOW() WHERE id = '66fbc8c0-b08a-494b-8c60-68ee1b607176';","UPDATE keys SET category = 'Catalog Management', subcategory = 'Catalog Requests', function = 'Approve Catalog Request', description = 'Approve catalog publication requests', updated_at = NOW() WHERE id = '66fbc8c0-b08a-494b-8c60-68ee1b607176';",
Catalog Management,Catalog Requests,Deny Catalog Request,Deny catalog publication requests,Org Admin,Closed,Enterprise,,x,,x,,,,,https://docs.layer5.io/kanvas/designer/publishing-designs/,,,,,X,,X,X,,,,Chargeback,,b9137717-a20a-44e8-a2f9-94dc3d1a6dcb,"INSERT INTO keys (id, category, subcategory, function, description) VALUES ('b9137717-a20a-44e8-a2f9-94dc3d1a6dcb','Catalog Management','Catalog Requests','Deny Catalog Request','Deny catalog publication requests')",X,FALSE,"UPDATE keys SET category = 'Catalog Management', subcategory = 'Catalog Requests', function = 'Deny Catalog Request', description = 'Deny catalog publication requests', updated_at = NOW() WHERE id = 'b9137717-a20a-44e8-a2f9-94dc3d1a6dcb';",,
Catalog Management,Designs ,View Private Designs,View private designs of the org,,Closed,Free,,x,,x,,,,,https://docs.layer5.io/cloud/catalog/exploring-the-catalog/,,,X,X,X,,X,X,,,,Catalog Management,,bedb8e5b-56bf-4caf-9e8b-258d30b9229b,"INSERT INTO keys (id, category, subcategory, function, description) VALUES ('bedb8e5b-56bf-4caf-9e8b-258d30b9229b','Catalog Management','Designs ','View Private Designs','View private designs of the org')",X,TRUE,"UPDATE keys SET category = 'Catalog Management', subcategory = 'Designs', function = 'View Private Designs', description = 'View private designs of the org', updated_at = NOW() WHERE id = 'bedb8e5b-56bf-4caf-9e8b-258d30b9229b';",,
Catalog Management,Designs ,View Public Designs,View public designs of the org,,Closed,Free,,x,,x,,,,,https://docs.layer5.io/cloud/catalog/exploring-the-catalog/,,,X,X,X,,X,X,,,,Catalog Management,,3f7cfb90-4267-4acf-868d-6ca0c24fb774,"INSERT INTO keys (id, category, subcategory, function, description) VALUES ('3f7cfb90-4267-4acf-868d-6ca0c24fb774','Catalog Management','Designs ','View Public Designs','View public designs of the org')",X,TRUE,"UPDATE keys SET category = 'Catalog Management', subcategory = 'Designs', function = 'View Public Designs', description = 'View public designs of the org', updated_at = NOW() WHERE id = '3f7cfb90-4267-4acf-868d-6ca0c24fb774';",,
Catalog Management,Designs ,View Published Designs,View published designs of the org,,Closed,Free,,x,,x,,,,,https://docs.layer5.io/cloud/catalog/exploring-the-catalog/,,,X,X,X,,X,X,,,,Catalog Management,,061e6194-d398-4d7e-94be-3a8bbf019b69,"INSERT INTO keys (id, category, subcategory, function, description) VALUES ('061e6194-d398-4d7e-94be-3a8bbf019b69','Catalog Management','Designs ','View Published Designs','View published designs of the org')",X,TRUE,"UPDATE keys SET category = 'Catalog Management', subcategory = 'Designs', function = 'View Published Designs', description = 'View published designs of the org', updated_at = NOW() WHERE id = '061e6194-d398-4d7e-94be-3a8bbf019b69';",,
Catalog Management,Designs,Create new design,Create new Meshery design,Operator,Open,Free,,x,,x,Server,v0.7.0,,,https://docs.meshery.io/guides/configuration-management/creating-a-meshery-design,,X,X,X,X,,X,X,,,,Catalog Management,,14bd933e-83b7-464d-9a4d-d8c8eb9682ab,"INSERT INTO keys (id, category, subcategory, function, description) VALUES ('14bd933e-83b7-464d-9a4d-d8c8eb9682ab','Catalog Management','Designs','Create new design','Create new Meshery design')",X,TRUE,"UPDATE keys SET category = 'Catalog Management', subcategory = 'Designs', function = 'Create new design', description = 'Create new Meshery design', updated_at = NOW() WHERE id = '14bd933e-83b7-464d-9a4d-d8c8eb9682ab';",,
Catalog Management,Designs,Import Design,Import a design,All,Open,Free,,x,,x,Server,v0.7.0,,,https://docs.layer5.io/kanvas/getting-started/import-designs/,,X,X,X,X,,X,X,,,,Catalog Management,,cc040d21-3160-4a96-8efa-833487a234cd,"INSERT INTO keys (id, category, subcategory, function, description) VALUES ('cc040d21-3160-4a96-8efa-833487a234cd','Catalog Management','Designs','Import Design','Import a design')",X,TRUE,"UPDATE keys SET category = 'Catalog Management', subcategory = 'Designs', function = 'Import Design', description = 'Import a design', updated_at = NOW() WHERE id = 'cc040d21-3160-4a96-8efa-833487a234cd';",,Test present in Kanvas
Catalog Management,Designs,Import Design,Import a design from Kubernetes Manifest,All,Open,Free,,x,,x,Server,v0.7.0,,,https://docs.layer5.io/kanvas/getting-started/import-designs/,,,X,X,,,X,X,,,,,,,,,FALSE,"UPDATE keys SET category = 'Catalog Management', subcategory = 'Designs', function = 'Import Design', description = 'Import a design from Kubernetes Manifest', updated_at = NOW() WHERE id = '';",,Test present in Kanvas
Catalog Management,Designs,Import Design ,Import a design from Meshery Design (YAML),All,Open,Free,,x,,x,Server,v0.7.0,,,https://docs.layer5.io/kanvas/getting-started/import-designs/,,,X,X,,,X,X,,,,,,,,,FALSE,"UPDATE keys SET category = 'Catalog Management', subcategory = 'Designs', function = 'Import Design', description = 'Import a design from Meshery Design (YAML)', updated_at = NOW() WHERE id = '';",,Test present in Kanvas
Catalog Management,Designs,Import Design,Import a design from Helm Chart,All,Open,Free,,x,,x,Server,v0.7.0,,,https://docs.layer5.io/kanvas/getting-started/import-designs/,,,X,X,,,X,X,,,,,,,,,FALSE,"UPDATE keys SET category = 'Catalog Management', subcategory = 'Designs', function = 'Import Design', description = 'Import a design from Helm Chart', updated_at = NOW() WHERE id = '';",,Test present in Kanvas
Catalog Management,Designs,Import Design ,Import a design from Docker Compose,All,Open,Free,,x,,x,Server,v0.7.0,,,https://docs.layer5.io/kanvas/getting-started/import-designs/,,,X,X,,,X,X,,,,,,,,,FALSE,"UPDATE keys SET category = 'Catalog Management', subcategory = 'Designs', function = 'Import Design', description = 'Import a design from Docker Compose', updated_at = NOW() WHERE id = '';",,
Catalog Management,Designs,Import Design ,Import a design from Meshery Design (OCI Image),All,Open,Free,,x,,x,Server,v0.8.0,,,https://docs.layer5.io/kanvas/getting-started/import-designs/,,,X,X,,,X,X,,,,,,,,,FALSE,"UPDATE keys SET category = 'Catalog Management', subcategory = 'Designs', function = 'Import Design', description = 'Import a design from Meshery Design (OCI Image)', updated_at = NOW() WHERE id = '';",,Test present in Kanvas
Catalog Management,Designs,Import Design ,"Import a design from Kubernetes Manifest, Helm Chart, or Docker Compose",All,Open,Free,,x,,x,Server,,X,,https://docs.layer5.io/kanvas/getting-started/import-designs/,,,X,X,,,X,X,,,,,,,,,FALSE,"UPDATE keys SET category = 'Catalog Management', subcategory = 'Designs', function = 'Import Design', description = 'Import a design from Kubernetes Manifest, Helm Chart, or Docker Compose', updated_at = NOW() WHERE id = '';",,
Catalog Management,Designs,Import Design ,Import a design from GitHub,All,Closed,Enterprise,,,,x,Cloud,v0.9.0,,,https://docs.layer5.io/kanvas/getting-started/import-designs/,,,X,X,,,X,X,,,,,,,,,FALSE,"UPDATE keys SET category = 'Catalog Management', subcategory = 'Designs', function = 'Import Design', description = 'Import a design from GitHub', updated_at = NOW() WHERE id = '';",,
Catalog Management,Designs,Import Design ,Import a design from GitLab,All,Closed,Enterprise,,,,x,Server,v0.9.0,,,MISSING,,,X,X,,,X,X,,,,,,,,,FALSE,"UPDATE keys SET category = 'Catalog Management', subcategory = 'Designs', function = 'Import Design', description = 'Import a design from GitLab', updated_at = NOW() WHERE id = '';",,
Catalog Management,Designs,Import Design ,Import a design from BitBucket,All,Closed,Enterprise,,,,x,Server,post v1.0,,,MISSING,,,X,X,,,X,X,,,,,,,,,FALSE,"UPDATE keys SET category = 'Catalog Management', subcategory = 'Designs', function = 'Import Design', description = 'Import a design from BitBucket', updated_at = NOW() WHERE id = '';",,
Catalog Management,Designs,Import Design ,Import a design from your local filesystem,All,Closed,Enterprise,,,,x,Server,,X,,https://docs.layer5.io/kanvas/getting-started/import-designs/,,,X,X,,,X,X,,,,,,,,,FALSE,#REF!,,
Catalog Management,Designs,Export Design ,Embed a design in a webpage,All,Open,Free,x,x,x,x,Server,v0.5.0,,,https://docs.layer5.io/kanvas/designer/embedding-designs/,,,X,X,,,X,X,,,,,,,,,FALSE,"UPDATE keys SET category = 'Catalog Management', subcategory = 'Designs', function = 'Export Design', description = 'Import a design from your local filesystem', updated_at = NOW() WHERE id = '';",,
Catalog Management,Designs,Export Design ,"Export a design in source type format (Kubernetes Manifest, Helm Chart, Docker Compose)",All,Open,Free,,,,,Server,v0.7.0,,,https://docs.meshery.io/extensions/import-export-designs#export-methods,,,X,X,,,X,X,,,,Catalog Management,,9a783f51-3b4a-47a6-a02e-b0db9e78cd85,"INSERT INTO keys (id, keychain_id, category, subcategory, function, description, created_at, owner) VALUES ('9a783f51-3b4a-47a6-a02e-b0db9e78cd85','Catalog Management','Catalog Management','Designs','Export Design ','Export a design in source type format (Kubernetes Manifest, Helm Chart, Docker Compose)', NOW(), uuid_nil())",,FALSE,"UPDATE keys SET category = 'Catalog Management', subcategory = 'Designs', function = 'Export Design', description = 'Export a design in source type format (Kubernetes Manifest, Helm Chart, Docker Compose)', updated_at = NOW() WHERE id = '9a783f51-3b4a-47a6-a02e-b0db9e78cd85';",,Test present in Kanvas
Catalog Management,Designs,Export Design ,Export a latest version of design in Meshery Design (YAML format),All,Open,Free,x,x,x,x,Server,v0.7.0,,,https://docs.layer5.io/kanvas/designer/export-designs/#exporting-as-a-design-file,,,X,X,,,X,X,,,,,,,,,FALSE,"UPDATE keys SET category = 'Catalog Management', subcategory = 'Designs', function = 'Export Design', description = 'Export a latest version of design in Meshery Design (YAML format)', updated_at = NOW() WHERE id = '';",,Test present in Kanvas
Catalog Management,Designs,Export Design ,Export a latest version of design in Meshery Design (OCI format),All,Open,TeamDesigner,,x,,x,Server,v0.8.0,,,https://docs.layer5.io/kanvas/designer/export-designs/#exporting-as-an-oci-image,,,X,X,,,X,X,,,,,,,,,FALSE,"UPDATE keys SET category = 'Catalog Management', subcategory = 'Designs', function = 'Export Design', description = 'Export a latest version of design in Meshery Design (OCI format)', updated_at = NOW() WHERE id = '';",,Test present in Kanvas
Catalog Management,Designs,Standard Design Export ,"Export a latest version of design in Meshery Design (OCI format, YAML format) Export a design in source type format (Kubernetes Manifest, Helm Chart, Docker Compose)",All,Open,TeamDesigner,,x,,x,Server,,X,,https://docs.layer5.io/kanvas/designer/export-designs/,,,X,X,,,X,X,,,,,,,,,FALSE,"UPDATE keys SET category = 'Catalog Management', subcategory = 'Designs', function = 'Standard Design Export', description = 'Export a latest version of design in Meshery Design (OCI format, YAML format) Export a design in source type format (Kubernetes Manifest, Helm Chart, Docker Compose)', updated_at = NOW() WHERE id = '';",,Test present in Kanvas
Catalog Management,Designs,Export Design ,Export a design at a specific version ,All,Closed,TeamDesigner,,x,,x,GitHub (OCI),v0.9.0,,,MISSING,,,X,X,,,X,X,,,,,,,,,FALSE,"UPDATE keys SET category = 'Catalog Management', subcategory = 'Designs', function = 'Export Design', description = 'Export a design at a specific version', updated_at = NOW() WHERE id = '';",,
Catalog Management,Designs,Export Design ,Take snapshot of design,All,Closed,Enterprise,,,,x,Server,,X,,https://docs.layer5.io/kanvas/designer/export-designs#exporting-as-a-png-image,,,X,X,,,X,X,,,,,,,,,FALSE,"UPDATE keys SET category = 'Catalog Management', subcategory = 'Designs', function = 'Export Design', description = 'Take snapshot of design', updated_at = NOW() WHERE id = '';",,
Catalog Management,Designs,Publish Design,Publish a design,Platform Engineer,Open,TeamDesigner,,x,,,Server,v0.7.0,,,https://docs.layer5.io/kanvas/designer/publishing-designs/,,,X,X,X,,X,X,,,,Catalog Management,,9e66bdec-4177-42f9-8cec-d9eb52a12c38,"INSERT INTO keys (id, category, subcategory, function, description) VALUES ('9e66bdec-4177-42f9-8cec-d9eb52a12c38','Catalog Management','Designs','Publish Design','Publish a design')",X,FALSE,"UPDATE keys SET category = 'Catalog Management', subcategory = 'Designs', function = 'Publish Design', description = 'Publish a design', updated_at = NOW() WHERE id = '9e66bdec-4177-42f9-8cec-d9eb52a12c38';",,Test present in Kanvas
Catalog Management,Designs,Unpublish Design,Unpublish a design,Platform Engineer,Open,TeamDesigner,,x,,,Server,v0.7.0,,,https://docs.layer5.io/kanvas/designer/publishing-designs/,,,X*,X*,X,,X,X,,,,Catalog Management,,c1595c90-b85b-4ac7-b921-f08959926db3,"INSERT INTO keys (id, category, subcategory, function, description) VALUES ('c1595c90-b85b-4ac7-b921-f08959926db3','Catalog Management','Designs','Unpublish Design','Unpublish a design')",X,FALSE,"UPDATE keys SET category = 'Catalog Management', subcategory = 'Designs', function = 'Unpublish Design', description = 'Unpublish a design', updated_at = NOW() WHERE id = 'c1595c90-b85b-4ac7-b921-f08959926db3';",,Test present in Kanvas
Catalog Management,Designs,Validate Design,Validate a design,Operator,Open,TeamDesigner,,x,,,Server,v0.7.0,,,https://docs.layer5.io/kanvas/tasks/designs/validating-designs/,,,X,X,X,,X,X,,,,Catalog Management,,da5339dd-a4bc-4b91-8865-d8a703656516,"INSERT INTO keys (id, category, subcategory, function, description) VALUES ('da5339dd-a4bc-4b91-8865-d8a703656516','Catalog Management','Designs','Validate Design','Validate a design')",X,TRUE,"UPDATE keys SET category = 'Catalog Management', subcategory = 'Designs', function = 'Validate Design', description = 'Validate a design', updated_at = NOW() WHERE id = 'da5339dd-a4bc-4b91-8865-d8a703656516';",,Test present in Kanvas
Catalog Management,Designs,Dry-run Design,Simulate the deployment of a design,Operator,,,,,,,,,,,https://github.com/layer5io/docs/pull/513,,,,,,,,,,,,,,,,,FALSE,,,
Catalog Management,Designs,Deploy Design,Deploy a design,Operator,Open,TeamOperator,,x,,,Server,v0.7.0,,,https://docs.layer5.io/kanvas/tasks/designs/deploying-designs/,,X,,,X,,X,X,,,,Catalog Management,,595b921a-ea1e-4611-83f0-503db0eeb94d,"INSERT INTO keys (id, category, subcategory, function, description) VALUES ('595b921a-ea1e-4611-83f0-503db0eeb94d','Catalog Management','Designs','Deploy Design','Deploy a design')",X,TRUE,"UPDATE keys SET category = 'Catalog Management', subcategory = 'Designs', function = 'Deploy Design', description = 'Deploy a design', updated_at = NOW() WHERE id = '595b921a-ea1e-4611-83f0-503db0eeb94d';",,Planned but no test yet
Catalog Management,Designs,Undeploy Design,Retract all resources used in a Meshery design from the cluster,Operator,Open,Free,,,x,,Server,v0.7.0,,,https://docs.layer5.io/kanvas/tasks/designs/undeploying-designs/,,X,,,X,,X,X,,,,Catalog Management,,16b11ffa-7b92-4666-a0ff-191df9cd18b2,"INSERT INTO keys (id, category, subcategory, function, description) VALUES ('16b11ffa-7b92-4666-a0ff-191df9cd18b2','Catalog Management','Designs','Undeploy Design','Retract all resources used in a Meshery design from the cluster')",X,TRUE,"UPDATE keys SET category = 'Catalog Management', subcategory = 'Designs', function = 'Undeploy Design', description = 'Retract all resources used in a Meshery design from the cluster', updated_at = NOW() WHERE id = '16b11ffa-7b92-4666-a0ff-191df9cd18b2';",,Planned but no test yet
